timestamp,heart_rate,garmin_spo2,garmin_confidence,o2ring_spo2,o2ring_pulse,o2ring_motion
2025-03-07 01:04:00,63.0,98.0,1.0,95.06666666666666,62.4,0.4
2025-03-07 01:05:00,64.0,97.0,2.0,94.8,64.33333333333333,0.5333333333333333
2025-03-07 01:06:00,65.0,97.0,2.0,94.66666666666667,65.0,0.3333333333333333
2025-03-07 01:07:00,64.5,98.0,2.0,94.8,63.53333333333333,0.6666666666666666
2025-03-07 01:08:00,64.0,97.0,2.0,94.93333333333334,64.13333333333334,0.6
2025-03-07 01:09:00,64.0,97.0,3.0,94.53333333333333,64.2,0.5333333333333333
2025-03-07 01:10:00,64.0,96.0,2.0,94.53333333333333,63.733333333333334,0.5333333333333333
2025-03-07 01:11:00,63.5,97.0,2.0,94.8,63.53333333333333,0.6
2025-03-07 01:12:00,63.0,98.0,3.0,94.8,63.06666666666667,0.5333333333333333
2025-03-07 01:13:00,63.0,98.0,4.0,95.26666666666667,62.86666666666667,0.06666666666666667
2025-03-07 01:14:00,63.0,97.0,3.0,95.13333333333334,63.333333333333336,0.0
2025-03-07 01:15:00,63.5,98.0,4.0,94.73333333333333,64.8,0.13333333333333333
2025-03-07 01:16:00,64.0,98.0,3.0,94.93333333333334,66.2,0.0
2025-03-07 01:17:00,64.5,98.0,4.0,94.73333333333333,65.66666666666667,0.06666666666666667
2025-03-07 01:18:00,65.0,94.0,3.0,95.06666666666666,66.26666666666667,0.06666666666666667
2025-03-07 01:19:00,65.5,96.0,6.0,94.93333333333334,66.93333333333334,0.0
2025-03-07 01:20:00,66.0,97.0,2.0,95.06666666666666,64.73333333333333,0.0
2025-03-07 01:21:00,65.5,97.0,5.0,95.06666666666666,65.93333333333334,0.06666666666666667
2025-03-07 01:22:00,65.0,96.0,2.0,94.8,66.73333333333333,0.06666666666666667
2025-03-07 01:23:00,65.0,97.0,5.0,95.66666666666667,64.73333333333333,0.0
2025-03-07 01:24:00,65.0,96.0,4.0,95.33333333333333,66.33333333333333,0.0
2025-03-07 01:25:00,65.5,97.0,4.0,95.26666666666667,66.4,0.06666666666666667
2025-03-07 01:26:00,66.0,97.0,3.0,95.33333333333333,65.66666666666667,0.0
2025-03-07 01:27:00,65.5,97.0,3.0,95.13333333333334,65.86666666666666,0.0
2025-03-07 01:28:00,65.0,97.0,4.0,95.13333333333334,64.26666666666667,0.06666666666666667
2025-03-07 01:29:00,65.0,96.0,3.0,95.4,65.2,0.13333333333333333
2025-03-07 01:30:00,65.0,97.0,3.0,95.0,66.66666666666667,0.06666666666666667
2025-03-07 01:31:00,65.5,97.0,2.0,95.0,66.86666666666666,0.13333333333333333
2025-03-07 01:32:00,66.0,97.0,2.0,94.86666666666666,67.93333333333334,0.13333333333333333
2025-03-07 01:33:00,66.5,97.0,3.0,95.2,67.6,0.06666666666666667
2025-03-07 01:34:00,67.0,97.0,3.0,94.6,66.93333333333334,0.06666666666666667
2025-03-07 01:35:00,66.5,98.0,3.0,94.86666666666666,67.66666666666667,0.06666666666666667
2025-03-07 01:36:00,66.0,97.0,2.0,94.33333333333333,67.46666666666667,0.06666666666666667
2025-03-07 01:37:00,65.5,97.0,2.0,94.66666666666667,67.26666666666667,0.06666666666666667
2025-03-07 01:38:00,65.0,97.0,3.0,94.46666666666667,64.8,0.06666666666666667
2025-03-07 01:39:00,64.5,97.0,2.0,95.2,64.6,0.13333333333333333
2025-03-07 01:40:00,64.0,97.0,2.0,94.66666666666667,64.4,0.13333333333333333
2025-03-07 01:41:00,64.5,97.0,6.0,94.4,64.46666666666667,0.2
2025-03-07 01:42:00,65.0,97.0,2.0,95.53333333333333,67.53333333333333,0.06666666666666667
2025-03-07 01:43:00,65.5,97.0,2.0,94.8,67.06666666666666,0.2
2025-03-07 01:44:00,66.0,97.0,2.0,95.2,67.73333333333333,1.9333333333333333
2025-03-07 01:45:00,65.0,97.0,3.0,96.66666666666667,61.86666666666667,0.26666666666666666
2025-03-07 01:46:00,64.0,97.0,3.0,97.13333333333334,62.0,0.06666666666666667
2025-03-07 01:47:00,63.0,97.0,2.0,97.0,63.2,0.06666666666666667
2025-03-07 01:48:00,62.0,96.0,3.0,97.0,60.13333333333333,0.13333333333333333
2025-03-07 01:49:00,61.5,95.0,2.0,97.0,61.666666666666664,0.06666666666666667
2025-03-07 01:50:00,61.0,96.0,2.0,97.0,59.733333333333334,0.13333333333333333
2025-03-07 01:51:00,61.0,95.0,4.0,96.53333333333333,61.8,1.4
2025-03-07 01:52:00,61.0,95.0,4.0,95.66666666666667,59.333333333333336,0.06666666666666667
2025-03-07 01:53:00,60.5,96.0,3.0,94.86666666666666,61.13333333333333,0.2
2025-03-07 01:54:00,60.0,96.0,9.0,94.4,60.86666666666667,0.06666666666666667
2025-03-07 01:55:00,61.5,98.0,3.0,94.06666666666666,63.6,0.3333333333333333
2025-03-07 01:56:00,63.0,96.0,2.0,95.26666666666667,61.333333333333336,0.9333333333333333
2025-03-07 01:57:00,61.5,98.0,19.0,96.6,59.666666666666664,2.8666666666666667
2025-03-07 01:58:00,60.0,97.0,3.0,95.66666666666667,59.13333333333333,0.4666666666666667
2025-03-07 01:59:00,60.0,98.0,5.0,94.33333333333333,60.4,0.13333333333333333
2025-03-07 02:00:00,60.0,96.0,2.0,93.46666666666667,62.06666666666667,0.26666666666666666
2025-03-07 02:01:00,61.0,97.0,3.0,93.73333333333333,62.86666666666667,0.0
2025-03-07 02:02:00,62.0,97.0,3.0,94.06666666666666,61.53333333333333,0.0
2025-03-07 02:03:00,62.5,96.0,5.0,93.8,64.93333333333334,5.533333333333333
2025-03-07 02:04:00,63.0,97.0,3.0,93.13333333333334,60.2,0.0
2025-03-07 02:05:00,61.5,97.0,3.0,91.86666666666666,60.4,0.13333333333333333
2025-03-07 02:06:00,60.0,98.0,4.0,92.86666666666666,59.46666666666667,0.0
2025-03-07 02:07:00,59.0,96.0,2.0,93.0,58.6,0.0
2025-03-07 02:08:00,58.0,96.0,2.0,93.0,57.13333333333333,1.1333333333333333
2025-03-07 02:09:00,59.5,96.0,2.0,89.06666666666666,60.266666666666666,0.0
2025-03-07 02:10:00,61.0,96.0,2.0,88.66666666666667,65.6,0.0
2025-03-07 02:11:00,61.0,96.0,2.0,94.33333333333333,61.53333333333333,0.0
2025-03-07 02:12:00,61.0,96.0,2.0,95.13333333333334,59.2,0.0
2025-03-07 02:13:00,62.0,96.0,2.0,92.53333333333333,62.13333333333333,0.0
2025-03-07 02:14:00,63.0,96.0,2.0,92.13333333333334,67.93333333333334,0.06666666666666667
2025-03-07 02:15:00,64.5,95.0,2.0,93.4,65.6,0.0
2025-03-07 02:16:00,66.0,95.0,2.0,94.4,61.266666666666666,0.3333333333333333
2025-03-07 02:17:00,63.0,95.0,2.0,90.6,62.4,0.0
2025-03-07 02:18:00,60.0,95.0,2.0,90.53333333333333,63.333333333333336,0.0
2025-03-07 02:19:00,61.0,95.0,2.0,91.66666666666667,61.13333333333333,0.0
2025-03-07 02:20:00,62.0,95.0,2.0,91.4,60.733333333333334,0.0
2025-03-07 02:21:00,61.5,95.0,2.0,89.66666666666667,61.2,0.0
2025-03-07 02:22:00,61.0,95.0,2.0,89.73333333333333,59.333333333333336,0.0
2025-03-07 02:23:00,59.0,95.0,2.0,90.2,57.13333333333333,0.0
2025-03-07 02:24:00,57.0,94.0,2.0,90.06666666666666,57.733333333333334,0.0
2025-03-07 02:25:00,57.5,94.0,2.0,91.0,58.93333333333333,0.0
2025-03-07 02:26:00,58.0,93.0,4.0,91.66666666666667,57.0,0.0
2025-03-07 02:27:00,59.5,93.0,4.0,91.13333333333334,61.666666666666664,0.0
2025-03-07 02:28:00,61.0,93.0,4.0,92.26666666666667,59.666666666666664,0.0
2025-03-07 02:29:00,60.0,92.0,4.0,92.73333333333333,58.46666666666667,1.4666666666666666
2025-03-07 02:30:00,59.0,92.0,4.0,97.0,62.46666666666667,0.0
2025-03-07 02:31:00,61.0,92.0,4.0,96.26666666666667,63.13333333333333,0.0
2025-03-07 02:32:00,63.0,92.0,4.0,95.2,61.4,0.0
2025-03-07 02:33:00,61.5,92.0,4.0,96.0,61.06666666666667,0.06666666666666667
2025-03-07 02:34:00,60.0,92.0,4.0,95.0,59.266666666666666,0.2
2025-03-07 02:35:00,59.0,92.0,4.0,97.26666666666667,59.2,0.8
2025-03-07 02:36:00,58.0,92.0,4.0,96.0,57.8,0.4666666666666667
2025-03-07 02:37:00,58.0,92.0,4.0,96.33333333333333,57.46666666666667,0.0
2025-03-07 02:38:00,58.0,92.0,4.0,95.86666666666666,59.06666666666667,0.0
2025-03-07 02:39:00,57.5,92.0,4.0,95.66666666666667,56.46666666666667,0.0
2025-03-07 02:40:00,57.0,92.0,4.0,96.46666666666667,56.86666666666667,3.533333333333333
